"TOA5","CR1000X_NessLake","CR1000X","3875","CR1000X.Std.02.00","CPU:NESSLAKE_20210510.CR1X","35166","Table1"
"TIMESTAMP","RECORD","BattV","AirTC_Avg","RH","Snow_Depth_Avg","SignalQuality_Avg","Rain_mm_Tot","WS_ms_Avg","WS_ms_Std","WindDir","Pressure","GroundTemp_10cm","SoilTemp_20cm","LakeTemp"
"TS","RN","Volts","Deg C","%","meters","","mm","meters/second","meters/second","degrees","","Deg C","Deg C","Deg C"
"","","Smp","Avg","Smp","Avg","Avg","Tot","Avg","Std","Smp","Smp","Smp","Smp","Smp"
"2025-08-16 00:00:00",148898,13.42,12.92,94,-0.003,211.9,0,0.386,0.194,44.53,909.6942,12.4,15.46,19.4
"2025-08-16 00:15:00",148899,13.42,12.89,93.8,-0.003,219.9,0,0.32,0.152,50.92,909.6941,12.34,15.45,19.43
"2025-08-16 00:30:00",148900,13.42,12.85,93.7,-0.001,235.9,0,0.324,0.122,44.08,909.694,12.45,15.43,19.45
"2025-08-16 00:45:00",148901,13.42,12.97,93.2,0.003,251.7,0,0.399,0.156,52.29,909.6941,12.5,15.42,19.43
"2025-08-16 01:00:00",148902,13.42,13.07,92.2,0.004,272.9,0,0.403,0.214,160.2,909.694,12.29,15.4,19.44
"2025-08-16 01:15:00",148903,13.42,13.04,91.5,0.004,236.3,0,0.449,0.182,103.2,909.6935,12.39,15.39,19.42
"2025-08-16 01:30:00",148904,13.42,13.06,91.1,0.001,237.7,0,0.465,0.19,111.4,909.5697,12.21,15.37,19.41
"2025-08-16 01:45:00",148905,13.42,13.03,90.7,0.001,242.8,0,0.468,0.141,67.91,909.5693,12.36,15.35,19.39
"2025-08-16 02:00:00",148906,13.43,12.95,90.9,0,245.6,0,0.436,0.14,142.5,909.5687,11.99,15.34,19.39
"2025-08-16 02:15:00",148907,13.43,12.75,91.4,-0.005,209.4,0,0.368,0.177,47.33,909.6926,11.51,15.32,19.38
"2025-08-16 02:30:00",148908,13.43,12.32,92.7,-0.006,207.3,0,0.351,0.093,46.39,909.8138,11.54,15.3,19.37
"2025-08-16 02:45:00",148909,13.43,12.18,93.2,-0.007,208.7,0,0.429,0.136,42.62,909.8132,11.36,15.28,19.34
"2025-08-16 03:00:00",148910,13.44,12.06,93.5,-0.006,201.2,0,0.419,0.115,42.13,909.8128,11.42,15.26,19.36
"2025-08-16 03:15:00",148911,13.44,12.13,93.7,-0.004,200.2,0,0.375,0.163,43.17,909.8129,11.6,15.25,19.34
"2025-08-16 03:30:00",148912,13.44,12.26,93.4,-0.004,206.1,0,0.249,0.207,39.58,909.8127,11.56,15.23,19.36
"2025-08-16 03:45:00",148913,13.44,12.3,93.2,-0.004,200.5,0,0.327,0.146,23.38,909.8125,11.84,15.21,19.31
"2025-08-16 04:00:00",148914,13.44,12.41,93,-0.004,200.3,0,0.258,0.161,40.32,909.8125,12.06,15.19,19.3
"2025-08-16 04:15:00",148915,13.43,12.57,92.7,-0.003,203.7,0,0.293,0.154,39.02,909.9374,12.11,15.17,19.3
"2025-08-16 04:30:00",148916,13.43,12.64,92.4,-0.003,201,0,0.324,0.148,38.78,909.9378,12,15.14,19.32
"2025-08-16 04:45:00",148917,13.43,12.57,92.7,-0.002,203.1,0,0.098,0.1,348.9,910.0565,12.08,15.12,19.36
"2025-08-16 05:00:00",148918,13.43,12.6,92.8,-0.001,209.8,0,0.018,0.038,351.8,910.181,12,15.1,19.39
"2025-08-16 05:15:00",148919,13.43,12.54,93,0.001,206,0,0.009,0.02,351.7,910.3018,12.06,15.08,19.38
"2025-08-16 05:30:00",148920,13.43,12.51,93.2,0.01,284.1,0,0.008,0.022,351.7,910.4261,12.08,15.06,19.38
"2025-08-16 05:45:00",148921,13.43,12.55,93.5,0.007,285.3,0,0.001,0.003,345.9,910.5414,12.26,15.04,19.33
"2025-08-16 06:00:00",148922,13.43,12.75,93.8,0.001,242.1,0,0.008,0.02,341.3,910.4269,12.59,15.02,19.31
"2025-08-16 06:15:00",148923,13.43,12.98,93.8,-0.013,211.7,0,0.02,0.035,238.6,910.5422,12.63,15,19.3
"2025-08-16 06:30:00",148924,13.42,12.96,93.6,-0.016,203.7,0,0.01,0.034,238.7,910.5424,12.38,14.98,19.28
"2025-08-16 06:45:00",148925,13.42,12.83,93.5,-0.017,197.7,0,0.051,0.104,0.071,910.7879,12.45,14.97,19.32
"2025-08-16 07:00:00",148926,13.42,12.81,93.5,-0.02,184,0,0.07,0.081,18.74,910.7881,12.47,14.95,19.31
"2025-08-16 07:15:00",148927,13.42,12.82,93.5,-0.017,209.6,0,0.108,0.106,2.56,911.0312,12.77,14.93,19.32
"2025-08-16 07:30:00",148928,13.42,13.03,93.5,-0.001,206.5,0,0.038,0.071,11.71,910.9128,13.03,14.92,19.33
"2025-08-16 07:45:00",148929,13.41,13.21,93.3,0.003,199.6,0,0.103,0.135,42.23,911.0325,12.97,14.9,19.32
"2025-08-16 08:00:00",148930,13.41,13.24,93,0.003,201.7,0,0.107,0.084,34.99,911.1572,12.97,14.89,19.35
"2025-08-16 08:15:00",148931,13.41,13.28,92.9,0.005,209.4,0,0.021,0.049,33.85,911.2782,13.2,14.87,19.36
"2025-08-16 08:30:00",148932,13.41,13.41,92.8,0.005,203.9,0,0.008,0.022,39.39,911.4031,13.4,14.86,19.37
"2025-08-16 08:45:00",148933,13.4,13.63,92.9,0.006,203.1,0,0,0.002,39.31,911.5209,13.84,14.85,19.38
"2025-08-16 09:00:00",148934,13.4,13.92,92.4,0.006,201.5,0,0.015,0.04,353.1,911.6454,13.91,14.84,19.39
"2025-08-16 09:15:00",148935,13.39,14.04,91.8,0.002,201.6,0,0.038,0.065,26.13,911.7681,14.1,14.83,19.4
"2025-08-16 09:30:00",148936,13.38,14.47,90.9,0.006,207.1,0,0.021,0.045,32.18,911.769,15.62,14.82,19.42
"2025-08-16 09:45:00",148937,13.37,15,87.8,0.006,199,0,0.02,0.074,250.6,911.8954,15.37,14.82,19.45
"2025-08-16 10:00:00",148938,13.36,15.11,86.3,0.003,200.4,0,0.026,0.078,261,912.0151,15.43,14.81,19.46
"2025-08-16 10:15:00",148939,13.35,15.28,84.4,0.001,200.3,0,0.053,0.081,252.8,912.2604,15.61,14.81,19.46
"2025-08-16 10:30:00",148940,13.34,15.5,83.3,-0.003,199.4,0,0.139,0.097,0.089,912.3863,16.76,14.81,19.49
"2025-08-16 10:45:00",148941,13.34,15.62,84.5,0.003,209.7,0,0.143,0.137,214.1,912.5085,14.91,14.81,19.49
"2025-08-16 11:00:00",148942,13.35,15.08,87.3,-0.005,213.3,0,0.095,0.144,134.1,912.7537,14.55,14.82,19.46
"2025-08-16 11:15:00",148943,13.36,14.81,88.1,0.002,267.3,0,0.105,0.173,312.2,912.8758,14.47,14.83,19.46
"2025-08-16 11:30:00",148944,13.36,14.74,88.7,0.001,246.4,0,0.081,0.147,351.3,913.119,14.7,14.84,19.46
"2025-08-16 11:45:00",148945,13.36,14.87,87.1,-0.007,202.2,0,0.121,0.108,3.291,913.2399,14.69,14.85,19.47
"2025-08-16 12:00:00",148946,13.36,15.07,87,-0.011,207.5,0,0.105,0.159,332.9,913.2408,14.76,14.87,19.48
"2025-08-16 12:15:00",148947,13.35,15.07,86.9,-0.007,205.2,0,0.099,0.079,304.1,913.2409,15.12,14.89,19.51
"2025-08-16 12:30:00",148948,13.35,15.47,86.5,0,196,0,0.011,0.037,321.8,913.3657,16.35,14.91,19.55
"2025-08-16 12:45:00",148949,13.34,15.82,80.5,0.002,218.4,0,0.23,0.2,155.9,913.2429,14.88,14.93,19.53
"2025-08-16 13:00:00",148950,13.34,15.68,82.9,0.008,298.9,0,0.113,0.118,58,913.2432,15.93,14.95,19.5
"2025-08-16 13:15:00",148951,13.33,16.27,79.18,0.006,255.8,0,0.142,0.169,283.8,913.2443,16.48,14.97,19.55
"2025-08-16 13:30:00",148952,13.32,16.52,76.48,0.001,216,0,0.097,0.101,41.81,913.2456,15.66,14.99,19.54
"2025-08-16 13:45:00",148953,13.31,16.35,74.53,0,198.8,0,0.133,0.16,58.63,913.2471,16.16,15.02,19.55
"2025-08-16 14:00:00",148954,13.31,16.53,75.96,0.002,199.3,0,0.218,0.211,27.53,913.2473,16.57,15.05,19.55
"2025-08-16 14:15:00",148955,13.3,16.44,71.57,0,194.7,0,0.244,0.18,237.4,913.4899,16.83,15.07,19.55
"2025-08-16 14:30:00",148956,13.29,16.96,71.23,0.001,189.4,0,0.289,0.209,345.8,913.6146,17.12,15.1,19.63
"2025-08-16 14:45:00",148957,13.29,17.25,65.77,0.002,193,0,0.123,0.121,232.2,913.7368,17.47,15.13,19.61
"2025-08-16 15:00:00",148958,13.28,17.65,64.6,0.003,202.7,0,0.08,0.064,275.1,913.7377,17.96,15.16,19.62
"2025-08-16 15:15:00",148959,13.28,18.07,60.76,0.006,207,0,0.091,0.097,238.7,913.7383,17.74,15.19,19.72
"2025-08-16 15:30:00",148960,13.28,18.3,59.08,0.007,207.6,0,0.048,0.093,229.1,913.7386,18.16,15.23,19.67
"2025-08-16 15:45:00",148961,13.28,18.38,61.46,0.008,210.3,0,0.292,0.194,239.6,913.8625,17.03,15.26,19.6
"2025-08-16 16:00:00",148962,13.29,17.71,72.96,0.006,208.6,0,0.161,0.15,42.41,913.9809,16.3,15.29,19.56
"2025-08-16 16:15:00",148963,13.31,16.35,81.9,0.006,210,0,0.026,0.066,258.7,914.587,13.54,15.32,19.55
"2025-08-16 16:30:00",148964,13.34,14.13,85.8,-0.009,185.6,0,0.339,0.237,47.17,914.4587,12.16,15.35,19.54
"2025-08-16 16:45:00",148965,13.37,12.81,90.3,-0.007,181.3,0,0.194,0.256,48.45,914.3394,12.01,15.38,19.53
"2025-08-16 17:00:00",148966,13.38,12.45,91.3,-0.006,192.7,0,0.118,0.172,38.58,914.5764,12.15,15.41,19.51
"2025-08-16 17:15:00",148967,13.39,12.35,92,-0.006,192,0,0,0,38.49,914.8207,12.27,15.43,19.5
"2025-08-16 17:30:00",148968,13.4,12.42,90.6,-0.006,193.1,0,0.126,0.189,329.1,914.9393,12.19,15.46,19.49
"2025-08-16 17:45:00",148969,13.4,12.45,89.2,-0.005,190.4,0,0.127,0.153,265.7,915.3085,11.97,15.47,19.51
"2025-08-16 18:00:00",148970,13.4,12.78,92.4,-0.006,195.7,0,0.031,0.047,264.7,914.9385,13.24,15.49,19.59
"2025-08-16 18:15:00",148971,13.39,13.67,90.1,-0.005,195.8,0,0,0,264.8,914.5743,13.78,15.49,19.61
"2025-08-16 18:30:00",148972,13.39,14.32,87.3,-0.006,191.2,0,0.097,0.137,87.3,915.1864,14,15.5,19.67
"2025-08-16 18:45:00",148973,13.38,14.95,85.8,-0.004,204.6,0,0.095,0.151,98.8,915.1874,14.04,15.5,19.65
"2025-08-16 19:00:00",148974,13.38,14.64,86,-0.008,204.7,0,0.074,0.092,76.79,915.3122,13.62,15.5,19.6
"2025-08-16 19:15:00",148975,13.38,14.55,88.8,-0.01,193.8,0,0.022,0.067,146.9,915.554,14.25,15.5,19.57
"2025-08-16 19:30:00",148976,13.38,14.86,87.6,-0.011,177.8,0,0,0,146.9,915.6756,14.63,15.49,19.55
"2025-08-16 19:45:00",148977,13.37,15.19,87.2,-0.011,178.9,0,0.056,0.105,25.11,915.8008,14.52,15.49,19.53
"2025-08-16 20:00:00",148978,13.37,15.08,89.2,-0.01,182.8,0,0.062,0.153,39.63,916.1643,14.33,15.48,19.52
"2025-08-16 20:15:00",148979,13.38,14.74,89.2,-0.01,180.9,0,0,0.002,24.65,916.4061,13.47,15.48,19.49
"2025-08-16 20:30:00",148980,13.38,13.99,91.2,-0.011,187.1,0,0.127,0.178,67.11,916.6505,13.27,15.47,19.47
"2025-08-16 20:45:00",148981,13.39,13.67,85.3,-0.01,190.7,0,0.098,0.176,221.2,917.0166,12.9,15.47,19.46
"2025-08-16 21:00:00",148982,13.4,13.9,67.17,-0.008,192.4,0,0.502,0.177,227.9,917.1369,12.36,15.46,19.45
"2025-08-16 21:15:00",148983,13.41,13.97,73.38,-0.007,194.9,0,0.446,0.201,214.5,917.2606,12.12,15.46,19.43
"2025-08-16 21:30:00",148984,13.41,13.59,68.73,-0.007,224.8,0,0.342,0.17,239.4,917.3781,11.97,15.45,19.41
"2025-08-16 21:45:00",148985,13.41,13.54,68.28,-0.008,215.3,0,0.647,0.158,226.5,917.5012,11.82,15.45,19.31
"2025-08-16 22:00:00",148986,13.41,13.48,69.15,-0.009,207.1,0,0.663,0.296,217.9,917.7469,11.85,15.44,19.24
"2025-08-16 22:15:00",148987,13.42,12.74,87.5,-0.009,215,0,0.237,0.256,46.86,917.9899,10.97,15.43,19.21
"2025-08-16 22:30:00",148988,13.43,11.31,90.4,-0.008,222.9,0,0.672,0.131,42.39,917.9888,10.6,15.42,19.16
"2025-08-16 22:45:00",148989,13.43,11.12,91.9,-0.006,210.9,0,0.297,0.142,36.09,917.7437,10.83,15.41,19.21
"2025-08-16 23:00:00",148990,13.44,11.24,92.3,-0.005,201.1,0,0.035,0.076,36.09,918.1067,10.93,15.4,19.22
"2025-08-16 23:15:00",148991,13.44,11.38,92.4,-0.005,194.1,0,0.058,0.144,31.13,918.3461,11.06,15.39,19.23
"2025-08-16 23:30:00",148992,13.44,11.42,87.6,-0.005,193.7,0,0.131,0.191,243.4,918.4702,11.1,15.37,19.21
"2025-08-16 23:45:00",148993,13.45,11.37,89.5,-0.006,193.8,0,0.236,0.213,41.73,918.1066,10.75,15.35,19.27
"2025-08-17 00:00:00",148994,13.45,11.14,86.4,-0.008,193.1,0,0.055,0.103,70.89,918.4698,10.49,15.33,19.24
"2025-08-17 00:15:00",148995,13.45,11.23,84.6,-0.008,194.4,0,0.073,0.099,176.6,918.7147,10.43,15.31,19.13
"2025-08-17 00:30:00",148996,13.45,11.07,87.9,-0.009,195,0,0.043,0.118,23.9,918.8334,10.26,15.29,19.16
"2025-08-17 00:45:00",148997,13.46,10.78,90.1,-0.009,191.3,0,0.005,0.013,23.96,918.8334,10.2,15.27,19.13
"2025-08-17 01:00:00",148998,13.46,10.6,91.6,-0.009,195.5,0,0.023,0.04,24,918.5896,10.27,15.24,19.18
"2025-08-17 01:15:00",148999,13.46,10.53,91.7,-0.009,195.3,0,0.118,0.143,26.87,918.5891,10.16,15.22,19.12
"2025-08-17 01:30:00",149000,13.46,10.49,91.3,-0.008,195,0,0.209,0.184,15.16,918.5887,9.87,15.19,19.14
"2025-08-17 01:45:00",149001,13.47,10.3,92.2,-0.009,194.5,0,0.398,0.249,47.16,918.8317,9.79,15.17,19.07
"2025-08-17 02:00:00",149002,13.48,10.15,92.3,-0.008,194.1,0,0.008,0.024,47.18,919.0754,9.51,15.14,19.16
"2025-08-17 02:15:00",149003,13.48,10.02,92.4,-0.008,194.7,0,0.037,0.057,47.18,919.1998,9.33,15.11,19.16
"2025-08-17 02:30:00",149004,13.49,9.88,92.8,-0.009,194,0,0.04,0.063,47.14,919.199,9.57,15.09,19.07
"2025-08-17 02:45:00",149005,13.49,9.92,93.1,-0.008,194.8,0,0.027,0.061,339.6,919.1987,9.72,15.06,19.1
"2025-08-17 03:00:00",149006,13.49,9.98,93.3,-0.008,198.4,0,0.015,0.031,339.8,919.317,9.9,15.03,19.1
"2025-08-17 03:15:00",149007,13.48,10.09,93.3,-0.009,183.3,0,0.006,0.021,339.9,919.3166,9.66,15,19.09
"2025-08-17 03:30:00",149008,13.49,9.94,93.1,-0.011,191.3,0,0.001,0.003,349.8,919.3173,9.14,14.97,19.07
"2025-08-17 03:45:00",149009,13.49,9.6,93,-0.012,189.7,0,0,0,349.9,919.1976,8.77,14.94,19.04
"2025-08-17 04:00:00",149010,13.5,9.34,93.3,-0.012,194.7,0,0.007,0.017,351,919.3152,9,14.91,19.03
"2025-08-17 04:15:00",149011,13.5,9.37,93.4,-0.011,195.3,0,0.006,0.022,351.1,919.1972,8.86,14.88,19.1
"2025-08-17 04:30:00",149012,13.5,9.34,93.6,-0.011,196,0,0.004,0.016,304.9,919.3151,9.08,14.85,19.03
"2025-08-17 04:45:00",149013,13.5,9.42,93.8,-0.009,195.7,0,0,0,313.7,919.3152,9.13,14.82,19.05
"2025-08-17 05:00:00",149014,13.5,9.42,93.9,-0.009,188.7,0,0,0,313.7,919.439,9.28,14.78,19.05
"2025-08-17 05:15:00",149015,13.5,9.53,93.9,-0.01,189.8,0,0,0,313.7,919.5605,9.43,14.75,19.08
"2025-08-17 05:30:00",149016,13.49,9.74,94.2,-0.011,194.3,0,0,0,313.7,919.5608,9.99,14.72,19.06
"2025-08-17 05:45:00",149017,13.49,10.15,94.1,-0.013,184.8,0,0.047,0.071,278.6,919.6859,10.29,14.69,18.99
"2025-08-17 06:00:00",149018,13.48,10.43,92.8,-0.016,185.7,0,0.41,0.321,247.5,919.9297,10.25,14.66,18.96
"2025-08-17 06:15:00",149019,13.48,10.56,89.7,-0.013,193.7,0,0.634,0.178,244.2,920.0504,9.52,14.63,19.02
"2025-08-17 06:30:00",149020,13.49,9.92,90.6,-0.011,192.3,0,0.475,0.169,240.3,920.1747,9.47,14.6,19.05
"2025-08-17 06:45:00",149021,13.49,9.73,89.4,-0.008,191.3,0,0.014,0.031,227.2,920.1749,8.87,14.56,18.99
"2025-08-17 07:00:00",149022,13.49,9.3,90.4,-0.013,181.3,0,0.002,0.007,227.2,920.3024,8.96,14.53,18.95
"2025-08-17 07:15:00",149023,13.5,9.26,91.6,-0.012,193,0,0.014,0.041,227.4,920.4254,9.18,14.51,18.97
"2025-08-17 07:30:00",149024,13.5,9.39,92.1,-0.005,192.7,0,0.049,0.123,32.78,920.5474,9.18,14.48,18.89
"2025-08-17 07:45:00",149025,13.5,9.35,92.2,-0.001,189,0,0.049,0.109,31.44,920.6709,9.12,14.45,18.92
"2025-08-17 08:00:00",149026,13.5,9.24,91.8,-0.003,194.4,0,0.073,0.137,317.1,921.0364,8.88,14.42,18.98
"2025-08-17 08:15:00",149027,13.5,9.25,92.4,-0.014,182.1,0,0.092,0.166,240.3,921.0354,9.13,14.39,18.97
"2025-08-17 08:30:00",149028,13.5,9.37,93.2,-0.002,185,0,0.219,0.17,240.1,921.1602,9.48,14.37,19.02
"2025-08-17 08:45:00",149029,13.49,9.46,92.5,0.007,190.3,0,0.423,0.341,33.99,920.9151,9.4,14.34,19.09
"2025-08-17 09:00:00",149030,13.48,9.77,91.7,0.006,203,0,0.3,0.211,46.6,920.7927,9.95,14.31,19.06
"2025-08-17 09:15:00",149031,13.48,9.92,90.9,0.002,197.5,0,0.304,0.296,22.24,920.9172,10.71,14.29,19.08
"2025-08-17 09:30:00",149032,13.47,10.36,89,-0.002,197,0,0.264,0.206,46.88,920.7941,10.21,14.26,19.1
"2025-08-17 09:45:00",149033,13.45,10.76,88.5,-0.006,190.5,0,0.359,0.206,12.98,920.7954,11.02,14.24,19.12
"2025-08-17 10:00:00",149034,13.45,10.92,88.4,-0.011,180.5,0,0.2,0.164,9.25,920.7969,10.81,14.21,19.13
"2025-08-17 10:15:00",149035,13.45,11,88.8,-0.01,187,0,0.063,0.106,16.46,920.7975,11.42,14.19,19.12
"2025-08-17 10:30:00",149036,13.44,11.18,88.1,-0.009,181,0,0.092,0.114,48.03,920.9226,11.05,14.17,19.14
"2025-08-17 10:45:00",149037,13.44,11.16,88.3,-0.01,182.4,0,0.143,0.102,354.5,921.0437,11.02,14.16,19.15
"2025-08-17 11:00:00",149038,13.42,11.24,87.1,-0.004,197.6,0,0.194,0.125,352.2,920.8002,11.38,14.14,19.2
"2025-08-17 11:15:00",149039,13.42,11.59,88.3,-0.004,189.6,0,0.185,0.185,23.88,920.9258,12.9,14.13,19.2
"2025-08-17 11:30:00",149040,13.41,12.22,84,-0.004,186.7,0,0.284,0.253,166.5,920.9266,13.67,14.12,19.25
"2025-08-17 11:45:00",149041,13.39,12.76,82.6,-0.004,190,0,0.27,0.186,83.9,920.9291,15.02,14.12,19.32
"2025-08-17 12:00:00",149042,13.39,12.71,78.15,-0.007,196.9,0,0.269,0.178,320.2,920.9304,13.92,14.11,19.3
"2025-08-17 12:15:00",149043,13.38,12.97,76.79,-0.007,190.3,0,0.251,0.17,111.2,920.6873,16.42,14.11,19.35
"2025-08-17 12:30:00",149044,13.37,13.35,78.78,-0.004,196.3,0,0.272,0.184,83.7,920.6877,16.65,14.11,19.43
"2025-08-17 12:45:00",149045,13.37,13.42,76.48,-0.007,190.4,0,0.327,0.224,52.13,920.8083,14.46,14.12,19.43
"2025-08-17 13:00:00",149046,13.37,13.36,77.26,-0.011,184.7,0,0.243,0.246,42.46,920.8083,15.24,14.13,19.39
"2025-08-17 13:15:00",149047,13.37,13.69,74.38,-0.01,187,0,0.337,0.221,21.96,920.6892,14.21,14.15,19.4
"2025-08-17 13:30:00",149048,13.36,13.49,74.79,-0.006,190.6,0,0.29,0.194,35.49,920.8098,14.16,14.18,19.4
"2025-08-17 13:45:00",149049,13.36,13.63,75.56,-0.001,198.9,0,0.205,0.198,101.5,920.8094,14.6,14.21,19.4
"2025-08-17 14:00:00",149050,13.35,14.1,67.75,0.001,200.4,0,0.206,0.16,83.6,920.4453,15.04,14.25,19.46
"2025-08-17 14:15:00",149051,13.31,14.84,70.13,-0.003,191.3,0,0.391,0.312,31.57,920.3254,14.62,14.29,19.42
"2025-08-17 14:30:00",149052,13.31,15,67.53,-0.015,189.8,0,0.486,0.301,342.9,920.1989,16.07,14.33,19.51
"2025-08-17 14:45:00",149053,13.31,15.17,68.6,-0.009,196.5,0,0.443,0.251,32.78,920.0741,14.31,14.37,19.4
"2025-08-17 15:00:00",149054,13.34,14.25,72.48,-0.003,216.1,0,0.212,0.168,343.4,920.4481,13.6,14.41,19.34
"2025-08-17 15:15:00",149055,13.36,13.1,80.5,-0.003,231.1,0,0.675,0.524,243.2,920.6908,10.99,14.45,19.31
"2025-08-17 15:30:00",149056,13.41,10.39,88.3,-0.014,204,0,1.021,0.469,16.37,921.0491,8.87,14.49,19.39
"2025-08-17 15:45:00",149057,13.44,9.33,90.5,-0.006,197.4,0,0.534,0.296,44.53,921.0441,9.29,14.52,19.31
"2025-08-17 16:00:00",149058,13.46,9.35,88.6,-0.006,179.3,0,0.92,0.347,4.663,920.9192,8.99,14.55,19.32
"2025-08-17 16:15:00",149059,13.46,9.74,90.6,-0.004,193.8,0,0.733,0.287,49.91,920.7941,10.17,14.58,19.36
"2025-08-17 16:30:00",149060,13.46,10.19,88.6,-0.005,195.5,0,0.742,0.237,12.22,920.5511,10.24,14.61,19.37
"2025-08-17 16:45:00",149061,13.46,10.95,86.2,-0.005,195,0,0.732,0.226,353.9,920.6759,10.61,14.62,19.45
"2025-08-17 17:00:00",149062,13.45,11.47,84.4,-0.006,190,0,0.337,0.246,339.9,920.7963,11.21,14.63,19.41
"2025-08-17 17:15:00",149063,13.45,11.9,88.4,-0.009,179.7,0,0.05,0.111,339,921.2853,11.89,14.64,19.39
"2025-08-17 17:30:00",149064,13.44,11.74,89.2,-0.011,189.1,0,0.95,0.383,254.3,921.6558,11.34,14.64,19.31
"2025-08-17 17:45:00",149065,13.44,11.08,86.6,-0.01,182.9,0,0.974,0.168,246.6,921.899,10.19,14.64,19.28
"2025-08-17 18:00:00",149066,13.45,10.5,90.5,-0.002,183.9,0,0.294,0.177,41.6,921.5308,10.16,14.64,19.27
"2025-08-17 18:15:00",149067,13.46,10.42,89.5,0,195.7,0,0.679,0.276,326.5,921.1653,9.45,14.63,19.27
"2025-08-17 18:30:00",149068,13.47,10.03,89.9,-0.001,196.5,0,0.285,0.306,42.96,921.6523,9.81,14.63,19.25
"2025-08-17 18:45:00",149069,13.47,10.22,90.9,-0.002,190.3,0,0.107,0.158,39.42,921.5282,10.07,14.62,19.26
"2025-08-17 19:00:00",149070,13.47,10.42,91.5,-0.002,186.8,0,0.125,0.125,344.5,921.5287,10.12,14.61,19.22
"2025-08-17 19:15:00",149071,13.47,10.42,92.1,-0.002,201.4,0,0.251,0.231,59.76,921.2827,10.04,14.6,19.22
"2025-08-17 19:30:00",149072,13.47,10.31,92.4,0,223,0,0.236,0.166,23.37,921.2831,9.89,14.59,19.2
"2025-08-17 19:45:00",149073,13.47,10.21,92.6,0.001,238.7,0,0.012,0.041,23.35,921.2821,9.78,14.57,19.15
"2025-08-17 20:00:00",149074,13.48,10.08,92.6,-0.001,214.7,0,0,0,23.31,921.651,9.79,14.56,19.1
"2025-08-17 20:15:00",149075,13.48,10,92.4,-0.001,211.7,0,0.012,0.033,23.35,921.8943,9.68,14.55,19.08
"2025-08-17 20:30:00",149076,13.48,9.98,92.8,0.001,218.2,0,0.003,0.01,15.97,922.2543,9.95,14.53,19.05
"2025-08-17 20:45:00",149077,13.48,10.28,92.8,0.004,228.4,0,0.172,0.213,128.7,922.2544,9.93,14.51,19
"2025-08-17 21:00:00",149078,13.48,10.08,92.6,0.001,211.7,0,0.03,0.076,69.51,922.0144,9.59,14.5,18.95
"2025-08-17 21:15:00",149079,13.48,9.86,93.2,-0.001,217.5,0,0.48,0.158,44.61,921.6501,9.42,14.48,18.88
"2025-08-17 21:30:00",149080,13.49,9.62,93.4,0,209,0,0.298,0.22,53.49,921.7684,9.15,14.46,18.87
"2025-08-17 21:45:00",149081,13.49,9.52,93.6,0.003,222,0,0.151,0.145,9.03,921.8923,9.35,14.44,18.94
"2025-08-17 22:00:00",149082,13.49,9.51,93.5,0.005,229.9,0,0.137,0.133,32.21,921.7675,9.19,14.42,18.95
"2025-08-17 22:15:00",149083,13.49,9.45,93.6,0.005,240,0,0.017,0.046,32.24,921.5248,9.3,14.4,18.87
"2025-08-17 22:30:00",149084,13.49,9.51,93.8,0.004,222,0,0.051,0.085,33.71,921.279,9.36,14.37,18.91
"2025-08-17 22:45:00",149085,13.49,9.46,93.7,0.003,205.8,0,0.171,0.149,34.16,921.2795,8.99,14.35,18.93
"2025-08-17 23:00:00",149086,13.49,9.35,93.8,0.001,197.5,0,0.083,0.119,29.39,921.5248,9.14,14.33,18.9
"2025-08-17 23:15:00",149087,13.5,9.31,93.8,0.001,201.7,0,0.066,0.117,28.26,921.6479,9.01,14.3,18.9
"2025-08-17 23:30:00",149088,13.5,9.26,93.8,0.001,201.9,0,0.04,0.071,30.49,921.6481,8.92,14.28,18.87
"2025-08-17 23:45:00",149089,13.5,9.24,93.9,0.001,199.5,0,0.003,0.008,30.47,921.7667,8.94,14.25,18.88
"2025-08-18 00:00:00",149090,13.5,9.23,93.9,0.001,198.4,0,0.025,0.064,30.53,921.6473,8.87,14.23,18.92
"2025-08-18 00:15:00",149091,13.5,9.25,94,0.001,197.7,0,0.036,0.08,30.54,921.5229,8.97,14.2,18.86
"2025-08-18 00:30:00",149092,13.5,9.19,94,0,200.6,0,0.004,0.014,30.53,921.4017,8.76,14.17,18.87
"2025-08-18 00:45:00",149093,13.5,9.08,94.1,-0.002,197.9,0,0.03,0.057,30.52,921.402,8.92,14.15,18.84
"2025-08-18 01:00:00",149094,13.5,9.17,94.2,-0.002,198.4,0,0.048,0.092,34.42,921.4017,9.03,14.12,18.88
"2025-08-18 01:15:00",149095,13.5,9.2,94.2,-0.002,203,0,0.113,0.118,34.41,921.4017,8.91,14.09,18.87
"2025-08-18 01:30:00",149096,13.5,9.2,94.3,-0.002,204,0,0.137,0.14,35.99,921.6469,9.01,14.07,18.87
"2025-08-18 01:45:00",149097,13.5,9.22,94.3,-0.002,206.1,0,0.247,0.107,33.54,921.4016,8.84,14.04,18.86
"2025-08-18 02:00:00",149098,13.5,9.05,94.3,-0.004,205.7,0,0.186,0.09,38.69,921.2781,8.66,14.01,18.86
"2025-08-18 02:15:00",149099,13.51,9.01,94.4,-0.005,202.2,0,0.413,0.113,29.95,921.4009,8.77,13.99,18.85
