TOA5,CR350_Browntop,CR350,9765,CR350.Std.01.07,CPU:BrownTop.CRB,15701,Table1,,,,,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,BattV_Avg,PTemp_C_Avg,SlrFD_W_Avg,Rain_Tot,Strikes_Tot,Dist_km_Max,Dist_km_TMx,CV_WS_Avg,CV_WS_S_WVT,CV_WD_D1_WVT,CV_WD_SD1_WVT,MaxWS_ms_Max,MaxWS_ms_TMx,AirT_C_Avg,VP_mbar_Avg,BP_mbar_Avg,RH,RHT_C_Avg,TiltNS_deg_Avg,TiltWE_deg_Avg,SlrTF_MJ_Tot,CVMeta,Invalid_Wind_Avg,WS_Avg,WS_S_WVT,WD_D1_WVT,WD_SD1_WVT,DT_Avg,TCDT_Avg,SnowDepth_Avg,gtmp_15_Avg
TS,RN,Volts,Deg C,W/m^2,mm,count,kilometers,kilometers,meters/second,meters/second,Deg,Deg,meters/second,meters/second,Deg C,mbar,mbar,%,Deg C,degrees,degrees,MJ/m^2,,,meters/second,meters/second,Deg,Deg,,,,Deg C
,,Avg,Avg,Avg,Tot,Tot,Max,TMx,Avg,WVc,WVc,WVc,Max,TMx,Avg,Avg,Avg,Smp,Avg,Avg,Avg,Tot,Smp,Avg,Avg,WVc,WVc,WVc,Avg,Avg,Avg,Avg
8/13/2025 4:15,540,12.5,8.3,0,0,0,0,8/13/2025 4:01,4.504,4.504,294.9,3.696,6.54,8/13/2025 4:10,6.933,8.8,792.0333,89,6.933,1.687,1.68,0,013CAMPBELLCV50G2611VUE50B0001160,0,4.691,4.691,356.4,2.616,226.9,229.8,-14.8,11.72
8/13/2025 4:30,541,12.49,8.14,0,0,0,0,8/13/2025 4:16,4.83,4.83,300.1,5.088,7.09,8/13/2025 4:17,6.753,8.726666,791.9133,89,6.76,1.687,1.673,0,013CAMPBELLCV50G2611VUE50B0001160,0,5.429,5.429,354.4,0.262,227,229.8,-14.8,11.67
8/13/2025 4:45,542,12.49,7.986,0,0.255,0,0,8/13/2025 4:31,5.123,5.123,295.9,2.693,7.2,8/13/2025 4:37,6.78,8.7,791.8867,88,6.713,1.787,1.693,0,013CAMPBELLCV50G2611VUE50B0001160,0,5.364,5.364,351.6,2.603,227,229.8,-14.84,11.61
8/13/2025 5:00,543,12.48,7.911,0,0,0,0,8/13/2025 4:46,5.531,5.531,297.3,3.854,8.97,8/13/2025 4:57,6.593,8.686666,791.74,90,6.647,1.653,1.653,0,013CAMPBELLCV50G2611VUE50B0001160,0,5.904,5.904,345.6,0.355,227.2,230,-14.96,11.55
8/13/2025 5:15,544,12.47,7.82,0,0,0,0,8/13/2025 5:01,4.228,4.228,307.8,10.15,7.25,8/13/2025 5:02,6.207,8.62,791.6666,92,6.367,1.687,1.68,0,013CAMPBELLCV50G2611VUE50B0001160,0,4.4,4.4,345.7,0.096,227.3,229.9,-14.89,11.49
8/13/2025 5:30,545,12.46,7.646,0,0,0,0,8/13/2025 5:16,4.189,4.189,326.4,3.818,7.05,8/13/2025 5:24,6.053,8.573334,791.6,91,6.033,1.727,1.7,0,013CAMPBELLCV50G2611VUE50B0001160,0,4.155,4.155,345.8,0.014,227.4,229.9,-14.94,11.43
8/13/2025 5:45,546,12.46,7.342,0,0,0,0,8/13/2025 5:31,4.15,4.15,326.4,2.826,5.87,8/13/2025 5:35,6,8.5,791.52,91,5.827,1.7,1.68,0,013CAMPBELLCV50G2611VUE50B0001160,0,4.145,4.145,345.8,0.028,227.4,229.9,-14.93,11.37
8/13/2025 6:00,547,12.45,7.073,0.447,0,0,0,8/13/2025 5:46,4.391,4.391,307.8,4.601,5.99,8/13/2025 5:49,5.833,8.473333,791.4467,92,5.613,1.72,1.693,0.000402,013CAMPBELLCV50G2611VUE50B0001160,0,5.166,5.166,345.8,0.04,227.5,229.9,-14.89,11.3
8/13/2025 6:15,548,12.45,6.858,9.68,0,0,0,8/13/2025 6:01,4.484,4.484,306.4,2.089,5.9,8/13/2025 6:05,5.64,8.4,791.4133,93,5.42,1.72,1.667,0.008712,013CAMPBELLCV50G2611VUE50B0001160,0,5.434,5.434,345.9,0.034,227.6,230,-14.95,11.23
8/13/2025 6:30,549,12.45,6.689,16.93,0,0,0,8/13/2025 6:16,4.817,4.817,301.9,6.485,7.66,8/13/2025 6:30,5.66,8.4,791.3134,93,5.307,1.7,1.667,0.01524,013CAMPBELLCV50G2611VUE50B0001160,0,5.469,5.469,346,0.155,227.6,230,-14.95,11.16
8/13/2025 6:45,550,12.46,6.603,76.69,0,0,0,8/13/2025 6:31,6.24,6.24,289.1,4.313,7.41,8/13/2025 6:35,5.627,8.473333,791.2933,94,5.38,1.687,1.667,0.069018,013CAMPBELLCV50G2611VUE50B0001160,0,5.905,5.905,346.4,0.037,227.7,230,-15.03,11.08
8/13/2025 7:00,551,12.53,6.759,120.1,0,0,0,8/13/2025 6:46,5.102,5.102,292.9,7.985,7.32,8/13/2025 6:46,5.473,8.74,791.5667,98,5.813,1.693,1.667,0.108108,013CAMPBELLCV50G2611VUE50B0001160,0,4.981,4.981,346.1,0.404,227.6,229.8,-14.84,11.01
8/13/2025 7:15,552,12.57,7.134,73.41,0,0,0,8/13/2025 7:01,3.072,3.072,300.8,8.26,5.28,8/13/2025 7:01,5.567,8.866667,791.8333,97,6.007,1.707,1.693,0.066066,013CAMPBELLCV50G2611VUE50B0001160,0,3.225,3.225,345.8,0.355,227.5,229.8,-14.79,10.95
8/13/2025 7:30,553,12.6,7.317,99,0,0,0,8/13/2025 7:16,3.265,3.265,299.9,4.846,5.07,8/13/2025 7:27,5.387,8.82,791.7933,100,6,1.68,1.68,0.0891,013CAMPBELLCV50G2611VUE50B0001160,0,3.477,3.477,345.1,0.48,227.6,229.8,-14.82,10.9
8/13/2025 7:45,554,12.71,7.462,168,0,0,0,8/13/2025 7:31,3.841,3.841,300,5.081,5.67,8/13/2025 7:35,5.14,8.78,791.7333,100,6.167,1.687,1.667,0.151176,013CAMPBELLCV50G2611VUE50B0001160,0,4.233,4.233,344.9,1.026,227.5,229.6,-14.62,10.87
8/13/2025 8:00,555,12.72,7.461,70.57,0.034,0,0,8/13/2025 7:46,3.447,3.447,298.4,4.021,5.32,8/13/2025 7:46,5.227,8.58,791.6533,96,6.113,1.7,1.68,0.063516,013CAMPBELLCV50G2611VUE50B0001160,0,3.772,3.772,345.8,0.121,227.5,229.7,-14.65,10.86
8/13/2025 8:15,556,12.8,7.208,195.8,0,0,0,8/13/2025 8:01,3.503,3.503,308.8,2.275,6.95,8/13/2025 8:13,5.047,8.406667,791.54,98,5.867,1.713,1.687,0.176256,013CAMPBELLCV50G2611VUE50B0001160,0,4.193,4.193,345.8,0.031,227.6,229.7,-14.72,10.86
8/13/2025 8:30,557,12.95,7.365,163.4,0,0,0,8/13/2025 8:16,3.45,3.45,324.2,8.45,5.7,8/13/2025 8:16,5.66,8.686666,791.78,95,6.52,1.7,1.687,0.147042,013CAMPBELLCV50G2611VUE50B0001160,0,3.522,3.522,347.1,2.918,227.4,229.7,-14.71,10.85
8/13/2025 8:45,558,13.03,7.682,144.2,0,0,0,8/13/2025 8:31,3.633,3.633,335.3,4.257,5.99,8/13/2025 8:37,5.893,8.7,791.7866,95,6.553,1.693,1.693,0.129774,013CAMPBELLCV50G2611VUE50B0001160,0,3.218,3.218,2.608,2.497,227.4,229.8,-14.82,10.85
8/13/2025 9:00,559,13.16,7.914,197.6,0,0,0,8/13/2025 8:46,3.261,3.261,352.1,11.4,6.11,8/13/2025 8:57,5.853,8.813334,791.74,96,6.62,1.693,1.68,0.177804,013CAMPBELLCV50G2611VUE50B0001160,0,2.666,2.666,358.8,5.385,227.3,229.7,-14.74,10.86
8/13/2025 9:15,560,13.25,8.21,201.4,0,0,0,8/13/2025 9:01,3.013,3.013,0.47,11.28,5.54,8/13/2025 9:04,6.2,8.946667,791.74,94,6.9,1.687,1.687,0.181254,013CAMPBELLCV50G2611VUE50B0001160,0,2.448,2.448,357.7,5.79,227.2,229.7,-14.74,10.87
8/13/2025 9:30,561,13.24,8.41,108.1,0,0,0,8/13/2025 9:16,3.065,3.065,330.7,7.797,5.91,8/13/2025 9:28,6.227,8.92,791.9067,96,6.973,1.707,1.7,0.09730799,013CAMPBELLCV50G2611VUE50B0001160,0,2.763,2.763,351.1,7.217,227.2,229.8,-14.82,10.9
8/13/2025 9:45,562,13.25,8.35,150.1,0,0,0,8/13/2025 9:31,2.213,2.213,336.1,11.61,4.25,8/13/2025 9:31,5.827,8.88,792.0067,95,6.713,1.693,1.68,0.135054,013CAMPBELLCV50G2611VUE50B0001160,0,1.934,1.934,348.5,6.381,227.3,229.7,-14.73,10.92
8/13/2025 10:00,563,13.36,8.39,219.1,0,0,0,8/13/2025 9:46,3.034,3.034,336.8,9.86,5.26,8/13/2025 9:58,5.973,8.993333,792.0733,99,6.927,1.693,1.687,0.197148,013CAMPBELLCV50G2611VUE50B0001160,0,2.7,2.7,355.5,3.49,227.2,229.7,-14.68,10.94
8/13/2025 10:15,564,13.6,8.83,305,0,0,0,8/13/2025 10:01,3.143,3.143,336.9,10.76,5.59,8/13/2025 10:11,5.813,9.166667,792.2067,99,7.393,1.7,1.693,0.274482,013CAMPBELLCV50G2611VUE50B0001160,0,2.829,2.829,346.7,5.456,227.5,230,-14.95,10.96
8/13/2025 10:30,565,13.6,9.51,278.6,0,0,0,8/13/2025 10:16,3.286,3.286,335.4,9.54,5.41,8/13/2025 10:24,6,9.3,792.3467,100,7.707,1.653,1.687,0.250782,013CAMPBELLCV50G2611VUE50B0001160,0,2.914,2.914,353.8,7.696,227.2,229.7,-14.67,10.99
8/13/2025 10:45,566,13.81,10.09,409,0,0,0,8/13/2025 10:31,3.815,3.815,341.5,5.709,6.44,8/13/2025 10:40,6.053,9.353333,792.34,98,8.01,1.673,1.68,0.368106,013CAMPBELLCV50G2611VUE50B0001160,0,3.183,3.183,353.5,6.354,227.1,229.6,-14.57,11.04
8/13/2025 11:00,567,13.94,11.08,632.9,0,0,0,8/13/2025 10:46,4.706,4.706,335,9.61,10.19,8/13/2025 11:00,6.727,9.713333,792.38,98,9.27,1.673,1.68,0.569574,013CAMPBELLCV50G2611VUE50B0001160,0,4.154,4.154,353.2,7.264,226.8,229.6,-14.6,11.11
8/13/2025 11:15,568,13.8,12.23,527.7,0,0,0,8/13/2025 11:01,4.044,4.044,341.4,14.87,9.52,8/13/2025 11:01,7.14,9.74,792.4533,94,9.83,1.647,1.693,0.474912,013CAMPBELLCV50G2611VUE50B0001160,0,3.597,3.597,357.4,8.27,226.7,229.6,-14.62,11.21
8/13/2025 11:30,569,13.74,12.33,396,0,0,0,8/13/2025 11:16,3.871,3.871,335,15.9,6.99,8/13/2025 11:19,7.073,9.36,792.5333,92,9.01,1.6,1.66,0.35643,013CAMPBELLCV50G2611VUE50B0001160,0,3.447,3.447,353.6,8.38,226.8,229.8,-14.76,11.33
8/13/2025 11:45,570,13.63,12.2,261.1,0,0,0,8/13/2025 11:31,4.755,4.755,321.9,13.92,9.98,8/13/2025 11:43,7.073,9.246667,792.4867,90,9.03,1.673,1.707,0.23499,013CAMPBELLCV50G2611VUE50B0001160,0,4.673,4.673,349.3,4.666,227.1,230,-14.99,11.45
8/13/2025 12:00,571,13.69,11.43,373.1,0,0,0,8/13/2025 11:46,4.646,4.646,315.1,9.73,9.41,8/13/2025 11:46,7.007,9.02,792.5667,92,8.37,1.667,1.667,0.335796,013CAMPBELLCV50G2611VUE50B0001160,0,4.625,4.625,348.3,2.693,227.1,230,-14.96,11.55
8/13/2025 12:15,572,13.88,11.57,654.5,0,0,0,8/13/2025 12:01,4.231,4.231,326.1,6.724,9.61,8/13/2025 12:02,7.64,9.473333,792.7667,90,9.95,1.6,1.673,0.589014,013CAMPBELLCV50G2611VUE50B0001160,0,4.193,4.193,349.6,4.408,226.7,229.9,-14.87,11.62
8/13/2025 12:30,573,13.61,12.01,210.6,0,0,0,8/13/2025 12:16,4.898,4.898,327.2,10.27,7.85,8/13/2025 12:27,7.427,8.533334,792.8734,79,9.01,1.693,1.693,0.189546,013CAMPBELLCV50G2611VUE50B0001160,0,4.86,4.86,349.4,4.192,226.9,229.9,-14.94,11.69
8/13/2025 12:45,574,13.88,11.83,615.6,0,0,0,8/13/2025 12:31,4.219,4.219,313.5,8.48,9.21,8/13/2025 12:45,7.9,8.58,793.0267,77,10.07,1.66,1.667,0.554034,013CAMPBELLCV50G2611VUE50B0001160,0,4.494,4.494,348.5,2.491,226.4,229.7,-14.68,11.77
8/13/2025 13:00,575,13.83,12.62,669,0,0,0,8/13/2025 12:46,6.439,6.439,295.2,7.808,11.56,8/13/2025 12:55,8.35,8.226666,793.02,72,10.93,1.747,1.667,0.602076,013CAMPBELLCV50G2611VUE50B0001160,0,6.392,6.392,346.8,1.972,226.2,229.7,-14.68,11.84
8/13/2025 13:15,576,13.8,12.79,399.4,0,0,0,8/13/2025 13:01,5.583,5.583,307.4,7.755,9.18,8/13/2025 13:03,7.827,7.68,793.14,70,9.85,1.533,1.62,0.359424,013CAMPBELLCV50G2611VUE50B0001160,0,6.005,6.005,347.5,1.623,226.5,229.7,-14.71,11.92
8/13/2025 13:30,577,13.87,12.48,734.7,0,0,0,8/13/2025 13:16,4.563,4.563,302.7,12.36,8.8,8/13/2025 13:29,8.45,7.866667,793.3733,69,10.47,1.66,1.713,0.66126,013CAMPBELLCV50G2611VUE50B0001160,0,4.498,4.498,348.9,2.373,225.9,229.4,-14.39,12
8/13/2025 13:45,578,13.8,13.04,349.5,0,0,0,8/13/2025 13:31,4.933,4.933,319.9,10.83,10.48,8/13/2025 13:36,8.43,7.446667,793.4533,67,10.85,1.6,1.68,0.31452,013CAMPBELLCV50G2611VUE50B0001160,0,4.875,4.875,352.2,4.707,226.2,229.6,-14.61,12.07
8/13/2025 14:00,579,13.89,13.04,807,0,0,0,8/13/2025 13:46,5.235,5.235,320,12.38,9.49,8/13/2025 13:51,8.59,7.753334,793.5867,70,10.98,1.687,1.713,0.726186,013CAMPBELLCV50G2611VUE50B0001160,0,5.188,5.188,357.3,4.896,225.9,229.5,-14.45,12.14
8/13/2025 14:15,580,13.87,13.68,618.6,0,1,17,8/13/2025 14:07,5.9,5.9,311.3,15.2,10.37,8/13/2025 14:11,8.76,7.813333,793.6733,68,11.17,1.667,1.687,0.556698,013CAMPBELLCV50G2611VUE50B0001160,0,5.586,5.586,350.2,3.942,225.8,229.4,-14.42,12.22
8/13/2025 14:30,581,13.77,13.89,292.7,0,0,0,8/13/2025 14:16,4.842,4.842,310.8,7.546,8.27,8/13/2025 14:18,8.34,7.66,793.7534,70,10.37,1.707,1.72,0.263418,013CAMPBELLCV50G2611VUE50B0001160,0,5.159,5.159,348.8,0.661,226.2,229.7,-14.67,12.3
8/13/2025 14:45,582,13.81,13,696.9,0,1,17,8/13/2025 14:39,5.288,5.288,327.5,6.088,9.47,8/13/2025 14:44,8.65,8.013333,793.86,73,10.25,1.633,1.673,0.62718,013CAMPBELLCV50G2611VUE50B0001160,0,5.023,5.023,352.5,2.051,226.1,229.7,-14.68,12.37
8/13/2025 15:00,583,13.86,13.65,854,0,0,0,8/13/2025 14:46,6.119,6.119,314,11.68,10.18,8/13/2025 14:56,8.85,8.173333,793.8933,68,11.63,1.613,1.647,0.768468,013CAMPBELLCV50G2611VUE50B0001160,0,6.213,6.213,350.4,1.46,225.9,229.6,-14.57,12.43
8/13/2025 15:15,584,13.8,14.54,694.7,0,0,0,8/13/2025 15:01,6.673,6.673,320.1,16.78,14.87,8/13/2025 15:14,9.25,7.913333,793.9467,70,11.62,1.82,1.76,0.6252,013CAMPBELLCV50G2611VUE50B0001160,0,6.009,6.009,352.1,3.1,226,229.8,-14.76,12.49
8/13/2025 15:30,585,13.63,14.16,225,0,0,0,8/13/2025 15:16,4.889,4.889,354.8,23.32,10.7,8/13/2025 15:18,7.567,7.64,794.12,75,9.68,1.72,1.72,0.20247,013CAMPBELLCV50G2611VUE50B0001160,0,4.263,4.263,4.423,2.195,226.5,229.7,-14.66,12.58
8/13/2025 15:45,586,13.84,12.97,485.9,0,0,0,8/13/2025 15:31,5.204,5.204,337.4,10.93,9.98,8/13/2025 15:37,7.58,7.913333,794.1933,75,9.54,1.647,1.66,0.43728,013CAMPBELLCV50G2611VUE50B0001160,0,4.779,4.779,3.549,1.104,226.6,229.7,-14.7,12.65
8/13/2025 16:00,587,13.66,12.12,191.2,0.034,0,0,8/13/2025 15:46,4.545,4.545,336.4,9.47,7.95,8/13/2025 15:48,6.64,7.8,794.2733,83,8.22,1.68,1.673,0.172056,013CAMPBELLCV50G2611VUE50B0001160,0,4.116,4.116,4.436,1.661,226.8,229.6,-14.59,12.68
8/13/2025 16:15,588,13.92,11.3,698.1,0,0,0,8/13/2025 16:01,5.039,5.039,336.1,7.552,9.26,8/13/2025 16:02,7.36,8.386666,794.2599,80,8.63,1.62,1.607,0.628272,013CAMPBELLCV50G2611VUE50B0001160,0,4.556,4.556,4.853,0.286,226.3,229.3,-14.34,12.68
8/13/2025 16:30,589,13.77,11.51,204,0,0,0,8/13/2025 16:16,5.307,5.307,331.7,10.48,10.34,8/13/2025 16:28,7.033,8.186666,794.2933,88,8.73,1.56,1.64,0.18357,013CAMPBELLCV50G2611VUE50B0001160,0,5.077,5.077,4.231,1.522,226.7,229.6,-14.56,12.67
8/13/2025 16:45,590,13.88,11,522.7,0,0,0,8/13/2025 16:31,4.529,4.529,345.2,9.62,8.03,8/13/2025 16:32,6.44,8.746667,794.3734,93,7.933,1.687,1.693,0.470388,013CAMPBELLCV50G2611VUE50B0001160,0,3.718,3.718,6.247,0.132,226.5,229.2,-14.16,12.67
8/13/2025 17:00,591,13.84,11.22,318,0,0,0,8/13/2025 16:46,5.007,5.007,336.8,7.884,8.22,8/13/2025 16:50,7.067,8.753333,794.4534,84,8.23,1.713,1.7,0.286176,013CAMPBELLCV50G2611VUE50B0001160,0,4.156,4.156,5.521,0.825,226.5,229.4,-14.37,12.65
8/13/2025 17:15,592,13.74,10.86,205,0,0,0,8/13/2025 17:01,5.347,5.347,334,7.989,8.69,8/13/2025 17:06,7.047,8.446667,794.5,88,7.967,1.66,1.653,0.184524,013CAMPBELLCV50G2611VUE50B0001160,0,4.557,4.557,6.158,0.611,226.6,229.5,-14.48,12.63
8/13/2025 17:30,593,13.97,10.78,489.6,0,0,0,8/13/2025 17:16,4.51,4.51,339.1,6.257,7.55,8/13/2025 17:18,7.533,8.84,794.5133,85,8.31,1.68,1.673,0.44067,013CAMPBELLCV50G2611VUE50B0001160,0,4.129,4.129,5.994,0.163,226.3,229.4,-14.42,12.59
8/13/2025 17:45,594,13.8,11.26,252.4,0.017,0,0,8/13/2025 17:31,5.045,5.045,346.3,10.74,9.56,8/13/2025 17:43,7.48,8.693334,794.5733,83,8.49,1.653,1.653,0.227142,013CAMPBELLCV50G2611VUE50B0001160,0,4.298,4.298,7.223,0.997,226.6,229.7,-14.66,12.55
8/13/2025 18:00,595,13.73,10.78,330.3,0,0,0,8/13/2025 17:46,5.366,5.366,357.1,16.25,10.05,8/13/2025 17:50,7.047,8.54,794.54,84,7.96,1.74,1.68,0.297228,013CAMPBELLCV50G2611VUE50B0001160,0,4.516,4.516,10.22,1.36,226.7,229.6,-14.58,12.5
8/13/2025 18:15,596,13.76,10.83,391.7,0,0,0,8/13/2025 18:01,6.035,6.035,358.8,5.364,9.71,8/13/2025 18:06,7.52,8.653334,794.6066,83,8.4,1.567,1.673,0.35256,013CAMPBELLCV50G2611VUE50B0001160,0,5.143,5.143,11.48,0.321,226.5,229.6,-14.58,12.45
8/13/2025 18:30,597,13.65,11.13,271.4,0,0,0,8/13/2025 18:16,5.167,5.167,347.1,8.56,8.71,8/13/2025 18:18,7.86,8.66,794.6733,80,8.66,1.627,1.647,0.244302,013CAMPBELLCV50G2611VUE50B0001160,0,4.515,4.515,12.35,0.259,226.5,229.7,-14.72,12.39
8/13/2025 18:45,598,13.52,11.11,232.4,0,0,0,8/13/2025 18:31,3.997,3.997,3.957,14.47,10.03,8/13/2025 18:35,7.667,8.533334,794.7467,81,8.6,1.64,1.66,0.209142,013CAMPBELLCV50G2611VUE50B0001160,0,3.37,3.37,13.72,1.195,226.7,229.9,-14.87,12.33
8/13/2025 19:00,599,13.41,10.81,246.7,0,0,0,8/13/2025 18:46,4.798,4.798,2.5,7.551,7.72,8/13/2025 18:52,7.647,8.486667,794.7667,80,8.54,1.613,1.66,0.222036,013CAMPBELLCV50G2611VUE50B0001160,0,4.202,4.202,14.67,0.392,226.7,229.9,-14.89,12.26
8/13/2025 19:15,600,13.33,10.61,207,0,0,0,8/13/2025 19:01,6.342,6.342,2.579,2.956,9.96,8/13/2025 19:13,7.48,8.366667,794.7,81,8.37,1.62,1.64,0.186258,013CAMPBELLCV50G2611VUE50B0001160,0,5.699,5.699,15.03,0.075,226.9,230,-14.99,12.19
8/13/2025 19:30,601,13.24,10.3,155.8,0,0,0,8/13/2025 19:16,6.735,6.735,5.092,4.794,10.49,8/13/2025 19:28,7.28,8.24,794.68,82,7.907,1.62,1.673,0.140208,013CAMPBELLCV50G2611VUE50B0001160,0,6.016,6.016,15.05,0.02,226.9,229.9,-14.94,12.12
8/13/2025 19:45,602,13.15,9.84,117.5,0,0,0,8/13/2025 19:31,6.998,6.998,16.36,7.333,10.79,8/13/2025 19:33,7.18,8.2,794.6,80,7.553,1.593,1.647,0.105792,013CAMPBELLCV50G2611VUE50B0001160,0,6.315,6.315,15.17,0.075,227,230,-14.99,12.04
8/13/2025 20:00,603,13.08,9.39,85.9,0,0,0,8/13/2025 19:46,7.043,7.043,6.489,7.44,10.49,8/13/2025 19:55,7.133,8.146667,794.56,80,7.28,1.667,1.613,0.077304,013CAMPBELLCV50G2611VUE50B0001160,0,6.259,6.259,15.23,0.024,227,230,-14.96,11.96
8/13/2025 20:15,604,13.01,8.95,52.85,0,0,0,8/13/2025 20:01,7.394,7.394,9.99,5.546,10.36,8/13/2025 20:05,7.007,7.986667,794.4267,79,6.973,1.633,1.673,0.047562,013CAMPBELLCV50G2611VUE50B0001160,0,6.585,6.585,15.25,0.04,227.2,230,-15.05,11.87
8/13/2025 20:30,605,12.97,8.48,26.16,0,0,0,8/13/2025 20:16,6.433,6.433,9.61,4.49,9.43,8/13/2025 20:27,6.72,7.82,794.4667,80,6.613,1.667,1.66,0.023544,013CAMPBELLCV50G2611VUE50B0001160,0,5.684,5.684,15.23,0.014,227.2,230,-14.96,11.78
8/13/2025 20:45,606,12.93,7.969,3.147,0,0,0,8/13/2025 20:31,6.972,6.972,13.57,4.628,10.22,8/13/2025 20:45,6.38,7.733333,794.4267,79,6.173,1.613,1.633,0.002832,013CAMPBELLCV50G2611VUE50B0001160,0,6.29,6.29,15.17,0.04,227.3,229.9,-14.9,11.69
8/13/2025 21:00,607,12.9,7.456,0,0,0,0,8/13/2025 20:46,6.775,6.775,14.89,4.106,10.77,8/13/2025 20:51,6.213,7.6,794.4267,82,5.887,1.693,1.653,0,013CAMPBELLCV50G2611VUE50B0001160,0,6.227,6.227,15.23,0.014,227.4,230,-14.96,11.59
8/13/2025 21:15,608,12.87,7.014,0,0,0,0,8/13/2025 21:01,6.35,6.35,18.57,3.345,8.48,8/13/2025 21:06,5.867,7.606667,794.4667,82,5.487,1.633,1.667,0,013CAMPBELLCV50G2611VUE50B0001160,0,5.983,5.983,15.21,0.077,227.4,229.8,-14.85,11.5
8/13/2025 21:30,609,12.85,6.638,0,0,0,0,8/13/2025 21:16,6.148,6.148,20.86,5.442,7.77,8/13/2025 21:22,5.953,7.613333,794.4267,82,5.4,1.707,1.653,0,013CAMPBELLCV50G2611VUE50B0001160,0,5.885,5.885,15.26,0.037,227.5,230,-14.97,11.4
8/13/2025 21:45,610,12.83,6.396,0,0,0,0,8/13/2025 21:31,6.033,6.033,359.5,5.162,8.46,8/13/2025 21:43,5.727,7.513333,794.4867,82,5.307,1.72,1.64,0,013CAMPBELLCV50G2611VUE50B0001160,0,5.489,5.489,15.27,0.02,227.4,229.8,-14.8,11.3
8/13/2025 22:00,611,12.81,6.159,0,0,0,0,8/13/2025 21:46,5.264,5.264,7.868,4.1,8.08,8/13/2025 21:53,5.52,7.406667,794.5,80,5.053,1.733,1.687,0,013CAMPBELLCV50G2611VUE50B0001160,0,4.793,4.793,15.27,0.02,227.6,229.9,-14.86,11.2
8/13/2025 22:15,612,12.8,5.911,0,0,0,0,8/13/2025 22:01,4.875,4.875,0.035,6.514,7.45,8/13/2025 22:12,5.687,7.306667,794.5,79,5,1.76,1.693,0,013CAMPBELLCV50G2611VUE50B0001160,0,4.377,4.377,15.27,0.028,227.6,229.9,-14.93,11.11
8/13/2025 22:30,613,12.78,5.745,0,0,0,0,8/13/2025 22:16,5.127,5.127,6.018,3.934,6.87,8/13/2025 22:26,5.727,7.24,794.38,80,5.06,1.72,1.68,0,013CAMPBELLCV50G2611VUE50B0001160,0,4.706,4.706,15.27,0.02,227.5,229.9,-14.87,11.01
8/13/2025 22:45,614,12.77,5.652,0,0,0,0,8/13/2025 22:31,4.965,4.965,5.681,3.577,8.21,8/13/2025 22:45,5.84,7.16,794.3934,76,5.093,1.68,1.693,0,013CAMPBELLCV50G2611VUE50B0001160,0,4.554,4.554,15.27,0.02,227.4,229.8,-14.83,10.92
8/13/2025 23:00,615,12.76,5.579,0,0,0,0,8/13/2025 22:46,4.365,4.365,0.879,5.297,6.79,8/13/2025 22:53,5.56,7.086667,794.4467,79,5.013,1.7,1.687,0,013CAMPBELLCV50G2611VUE50B0001160,0,3.978,3.978,15.27,0,227.6,230,-14.95,10.83
8/13/2025 23:15,616,12.75,5.445,0,0,0,0,8/13/2025 23:01,4.21,4.21,9.26,5.79,7.1,8/13/2025 23:03,5.44,7.086667,794.4933,79,4.793,1.733,1.68,0,013CAMPBELLCV50G2611VUE50B0001160,0,3.889,3.889,15.14,0.136,227.7,229.9,-14.91,10.74
8/13/2025 23:30,617,12.73,5.225,0,0,0,0,8/13/2025 23:16,3.654,3.654,9.79,5.308,4.98,8/13/2025 23:24,5.073,7.126667,794.5067,84,4.527,1.74,1.687,0,013CAMPBELLCV50G2611VUE50B0001160,0,3.317,3.317,15.08,0,227.7,229.8,-14.83,10.66
8/13/2025 23:45,618,12.72,4.999,0,0,0,0,8/13/2025 23:31,3.847,3.847,2.591,8.71,5.22,8/13/2025 23:45,4.92,7.253334,794.4733,83,4.233,1.733,1.693,0,013CAMPBELLCV50G2611VUE50B0001160,0,3.417,3.417,15.1,0,227.7,229.7,-14.72,10.57
8/14/2025 0:00,619,12.71,4.855,0,0,0,0,8/13/2025 23:46,3.174,3.174,354,6.711,5.25,8/13/2025 23:46,5.153,7.3,794.5267,82,4.227,1.747,1.693,0,013CAMPBELLCV50G2611VUE50B0001160,0,2.729,2.729,15.1,0,227.6,229.7,-14.72,10.49
8/14/2025 0:15,620,12.7,4.727,0,0,0,0,8/14/2025 0:01,3.13,3.13,351.6,5.862,4.46,8/14/2025 0:10,5.307,7.3,794.56,82,4.313,1.74,1.693,0,013CAMPBELLCV50G2611VUE50B0001160,0,2.625,2.625,15.1,0,227.6,229.8,-14.83,10.41
8/14/2025 0:30,621,12.7,4.614,0,0,0,0,8/14/2025 0:16,3.042,3.042,350.6,6.873,4.43,8/14/2025 0:20,5.427,7.3,794.5933,81,4.407,1.727,1.693,0,013CAMPBELLCV50G2611VUE50B0001160,0,2.541,2.541,15.02,0.042,227.6,229.8,-14.81,10.33
